ID,土地面積,移轉層次,總樓層數,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,主建物面積,陽台面積,附屬建物面積,站點數,高度壞地標數,中度壞地標數,輕度壞地標數,bad_score,公園圖書館,金融機構數,學生教職員總人數,縣市_鄉鎮市區,web單價元坪_mean_2018_2020,web單價元坪_min_2018_2020,web總價元_min_2018_2020,總面積,頂樓,電梯,縣市,路名,使用分區,主要用途,主要建材,region,直轄市,建物型態2
TR-879,-0.144503295783236,2,4,51.583333333333336,-1.1204181898084262,-0.8193256863726953,0.0,302056,2765737,-0.6558836838014401,-1.6420771089734696,-0.4384519028208025,394.0,,,,,4.0,20.0,31091.0,8,473984.99774213246,185405.23215,600000,-3.5818209851545912,0,0,新北市,中正路,None,住家用,鋼筋混凝土加強磚造,北部,municipality,公寓
TR-880,-0.8976189945503411,5,24,13.25,0.1516094468069726,1.054520555358235,1.0,275025,2759710,-0.0295623339885788,0.1700493520283029,0.6355258868406003,80.0,,,,,1.0,,17026.0,6,199884.98922961007,0.0,66000,1.3761793541935106,0,1,桃園市,中山東路三段,None,住家用,其他,北部,municipality,住宅大樓
TR-881,-0.2358067978133685,6,24,8.083333333333334,0.7663653506816237,0.7332014965948107,1.0,250457,2746441,0.5854433636144751,0.2400090364925899,0.1316317350312739,52.0,,,,,4.0,12.0,18503.0,8,224281.80361785868,88115.83245,800000,1.7395758837690245,0,1,新竹縣,福興一路,None,住家用,其他,北部,others,住宅大樓
TR-882,-1.031678203374789,9,15,16.083333333333332,-0.2827414535007243,0.1230042455777311,1.0,214973,2670532,-0.4963329876431504,0.5027844366755213,-0.2590997470920593,205.0,,,,,,10.0,26131.0,6,204824.9307178997,35388.48195,131526,0.3430472287525281,0,1,台中市,大忠南街,None,集合住宅,其他,中部,others,住宅大樓
TR-883,-0.7824261318942671,3,9,25.166666666666668,-0.5401345796089895,0.4273304695027051,1.0,323988,2780607,-0.3820449003240915,-0.1046703845265796,-0.4384519028208025,,0.0,0.0,3.0,3.3000000000000003,,,5956.0,3,149549.1620227739,37900.88235,450000,-0.217474494632864,0,1,基隆市,安一路,None,住家用,其他,北部,others,華廈
TR-884,0.431124547629163,4,5,39.083333333333336,-0.29595583274289,-0.8193256863726953,0.0,310486,2775126,0.0875546663829318,0.675124147185106,-0.4384519028208025,406.0,,,,,,13.0,16021.0,9,573644.278211897,159967.1781,3000000,-0.4401573719304793,0,0,台北市,成功路四段,None,住家用,其他,北部,capital,公寓
TR-885,-0.974934963497679,5,16,26.166666666666668,-0.8193601583782235,-0.8193256863726953,0.0,302114,2762412,-0.8708810757877884,-0.3264937742913917,-0.2996674966021323,353.0,,,,,6.0,1.0,16503.0,8,357255.05976273585,38816.58618,110841,-1.9651796190423103,0,1,新北市,安民街,None,住家用,其他,北部,municipality,住宅大樓
TR-886,0.3667146014747133,4,7,37.583333333333336,0.1849326640263462,-0.8193256863726953,0.0,303699,2779521,0.4903918850520897,0.9600818863445184,-0.4384519028208025,411.0,,,,,,11.0,16082.0,9,583698.6213966731,0.0,76230,0.3256888639981693,0,1,台北市,中山北路七段,None,住家用,其他,北部,capital,華廈
TR-887,-0.7584887041443298,5,19,25.416666666666668,-0.0213265597970177,1.1889184308987055,1.0,280492,2768380,0.1110346447182829,-0.3674457847095109,1.1394200386499258,195.0,,,,,1.0,21.0,21121.0,6,213937.84135319048,47193.45804,200000,0.8001460863921768,0,1,桃園市,經國路,None,住家用,其他,北部,municipality,住宅大樓
TR-888,0.6110397927456599,5,9,24.08333333333333,1.649430606995024,-0.8193256863726953,1.0,214406,2672715,1.0607007564264026,1.644321727080593,-0.2548294576699465,273.0,,,,,,24.0,31700.0,7,231131.64463604832,27609.95808,600000,2.4744266477029218,0,1,台中市,大墩十九街,None,住家用,其他,中部,others,華廈
TR-889,0.561266285847949,6,6,31.416666666666668,0.2624953247955777,-0.8193256863726953,0.0,221000,2674218,0.8567361253446172,-0.0620120403410388,-0.4384519028208025,202.0,,,,,,4.0,14098.0,6,198818.08046116488,54386.85708,248234,-0.6188424019181564,1,1,台中市,東山路一段,None,住家用,其他,中部,others,華廈
TR-890,1.1067320089529469,12,14,6.0,0.4400276372229303,0.9309363019876872,1.0,302706,2779627,0.1594090579152115,-0.435699135406376,1.515205507795864,444.0,,,,,,4.0,20331.0,9,499257.74264531134,54386.85708,341800,0.9352648038042415,0,1,台北市,石牌路二段,None,住家用,其他,北部,capital,住宅大樓
TR-891,-0.9953394576339206,13,14,22.58333333333333,-0.5619670322699586,-0.8193256863726953,0.0,275025,2763456,-0.5673387052596941,-0.2292327495483588,-0.0220986841647913,50.0,0.0,0.0,1.0,1.1,4.0,2.0,13882.0,6,199884.98922961007,0.0,66000,-1.6105254681910128,0,1,桃園市,長春路,None,國民住宅,其他,北部,municipality,住宅大樓
TR-892,0.6321412601798418,4,4,47.25,-0.3850092580705263,-0.8193256863726953,0.0,300192,2765663,0.0468183184276238,1.3440069840143856,-0.4384519028208025,437.0,0.0,0.0,1.0,1.1,6.0,31.0,39134.0,8,408382.8548486478,137104.33446,1730000,0.13967203957116392,1,0,新北市,連城路,None,集合住宅,其他,北部,municipality,公寓
TR-893,-0.1357791127779876,21,27,7.166666666666667,1.8723514394280747,1.1070438630407178,1.0,300614,2780898,1.4414724532864347,1.6630913985222309,0.3750382320917108,500.0,,,,,,15.0,11595.0,9,499257.74264531134,54386.85708,341800,4.642486700991023,0,1,台北市,光明路,None,住家用,其他,北部,capital,住宅大樓
TR-894,-0.2849073649751374,8,13,28.58333333333333,-0.2189677102015784,-0.8193256863726953,0.0,279464,2770459,-0.276809334772879,0.0352489844019942,0.1892806422297984,220.0,,,,,3.0,16.0,10551.0,6,197244.9557116642,80886.06972,780000,-1.0030444121722795,0,1,桃園市,南福街,None,住家用,其他,北部,municipality,住宅大樓
TR-895,-0.3835411034146384,11,24,13.5,1.4247861598782123,1.0128108698456748,2.0,177792,2506530,1.1416076697265285,1.4753946841058512,0.347281350847977,205.0,,,,,4.0,11.0,21015.0,6,212640.02777364056,74991.84615,750000,3.9129917138297383,0,1,高雄市,神農路,None,住家用,其他,南部,municipality,住宅大樓
TR-896,3.128339109970748,3,4,48.25,-0.1574921198141133,-0.8193256863726953,0.0,306051,2772338,0.5039706677038588,0.8184561836485231,-0.4384519028208025,509.0,,,,,,49.0,35337.0,10,695231.0652951592,367468.31061,1450000,-0.15836162253828545,0,0,台北市,民生東路四段,None,住家用,其他,北部,capital,公寓
TR-897,-0.0341652126507436,3,3,54.25,-1.337019101734355,-0.8193256863726953,0.0,298047,2767740,-1.008366250136953,-1.6420771089734696,-0.4384519028208025,215.0,,,,,3.0,26.0,28708.0,8,440518.4146919181,95104.27251,1080000,-3.7984218970805195,1,0,新北市,成功路,None,住家用,鋼筋混凝土加強磚造,北部,municipality,公寓
TR-898,-0.5164707348251841,8,19,5.916666666666667,-0.0063885658710917,0.7610079536031839,1.0,295135,2775822,-0.2400334650910038,-0.7837912239603889,0.4860657570666472,185.0,,,,,1.0,2.0,19034.0,7,265587.85898768395,147510.96138,1900000,-0.029171836228296777,0,1,新北市,新五路三段,None,集合住宅,其他,北部,municipality,住宅大樓
TR-899,1.6840181681432032,3,16,30.25,4.515227287861153,2.667295061843883,2.0,302427,2768231,6.349919490595812,4.089498015795791,-0.2313428658483255,390.0,,,,,,13.0,31633.0,10,777128.71762229,197825.08518,439000,11.272020365500827,0,1,台北市,水源路,None,商業用,其他,北部,capital,住宅大樓
TR-900,1.7923374320678696,7,21,4.583333333333333,1.600020319393884,1.2213592974084744,2.0,212114,2675186,1.1302920175167204,0.9310742122983507,0.6974450834612372,163.0,,,,,,7.0,14064.0,7,231131.64463604832,27609.95808,600000,3.752453829100709,0,1,台中市,福裕路,None,集合住宅,其他,中部,others,住宅大樓
TR-901,-0.7951158526291737,3,22,22.916666666666668,0.2963930802428721,1.6631730032081824,2.0,299001,2765552,0.1698760362092838,1.2791663008523635,-0.4384519028208025,291.0,0.0,0.0,1.0,1.1,,18.0,33356.0,8,408382.8548486478,137104.33446,1730000,3.238732384303418,0,1,新北市,中正路,None,住家用,其他,北部,municipality,住宅大樓
TR-902,-0.8910337985629085,6,12,27.75,-0.8986464338312158,-0.1535155213388694,1.0,296316,2782730,-1.2004494463984403,-0.4493498055457491,-0.4384519028208025,222.0,,,,,,,5603.0,6,218900.48884811052,88648.06464,765894,-1.5015117607158341,0,1,新北市,中正東路二段,None,集合住宅,其他,北部,municipality,住宅大樓
TR-903,0.3300634194278715,10,15,8.083333333333334,0.2423864868183694,0.944839530491874,1.0,294707,2787022,0.0151344922401623,0.5607997847678567,-0.4384519028208025,486.0,,,,,,5.0,6895.0,6,218900.48884811052,88648.06464,765894,1.7480258020781,0,1,新北市,中山北路三段,None,住家用,其他,北部,municipality,住宅大樓
TR-904,0.6128663434575025,3,5,33.833333333333336,-0.7182414302642622,-0.8193256863726953,0.0,181390,2500014,-0.000990312158814,-1.6420771089734696,-0.4384519028208025,171.0,0.0,0.0,1.0,1.1,2.0,12.0,21791.0,5,159582.78648305812,41560.39188,200000,-3.179644225610427,0,0,高雄市,南正二路,None,住家用,其他,南部,municipality,公寓
TR-905,-0.8246290667626306,8,29,0.4166666666666667,0.3199491475876014,0.2172372387727739,1.0,176443,2506120,-0.0451213557770644,0.1120340039359675,-0.4384519028208025,172.0,,,,,2.0,2.0,15217.0,6,212640.02777364056,74991.84615,750000,0.6492203902963428,0,1,高雄市,美術南三路,None,集合住宅,其他,南部,municipality,住宅大樓
TR-906,0.8564224607445157,4,4,47.66666666666666,-0.4499320778255128,-0.8193256863726953,0.0,307560,2770827,0.0663378184895422,0.5846884575117597,-0.4384519028208025,688.0,,,,,,52.0,33980.0,10,707256.5120129498,113395.20858,130330,-0.6845693066864484,1,0,台北市,永吉路,住,住家用,其他,北部,capital,公寓
TR-907,-0.3639537503863261,4,5,37.16666666666666,-0.7446701887485929,-0.8193256863726953,0.0,299975,2772523,-0.3308415740747112,0.0898516649594864,-0.4384519028208025,247.0,0.0,0.0,1.0,1.1,3.0,40.0,20185.0,8,393729.7417472918,207375.51249,1160000,-1.4741442101618016,0,0,新北市,大同南路,None,住家用,其他,北部,municipality,公寓
TR-908,1.3681210292424233,3,5,36.16666666666666,0.1165626149038381,-0.8193256863726953,0.0,303461,2769956,0.9266102777401802,0.9600818863445184,-0.4384519028208025,564.0,,,,,,27.0,46875.0,10,777128.71762229,197825.08518,439000,0.2573188148756612,0,0,台北市,臨沂街,None,住家用,其他,北部,capital,公寓
TR-909,-1.3932150765096365,5,12,20.916666666666668,-1.5346602521389152,-0.8193256863726953,0.0,302294,2769531,-1.8188498396644368,-0.9134725902844332,-0.4384519028208025,557.0,,,,,,25.0,38046.0,10,777128.71762229,197825.08518,439000,-3.267458528796044,0,1,台北市,林森南路,None,商業用,其他,北部,capital,住宅大樓
TR-910,0.1234468869316751,16,16,27.416666666666668,-0.1299142848739422,-0.8193256863726953,0.0,309578,2775716,0.3215057758207083,-0.9766069396790332,0.5906878479084142,358.0,,,,,,15.0,12353.0,9,573644.278211897,159967.1781,3000000,-1.9258469109256708,1,1,台北市,內湖路三段,None,住家用,其他,北部,capital,住宅大樓
TR-911,0.3262420830702006,2,15,11.25,1.4322551568411752,0.4597713360124736,1.0,302737,2766270,1.338500018177184,-0.8503382408898327,0.8810675286120937,262.0,0.0,0.0,1.0,1.1,2.0,23.0,27301.0,8,473984.99774213246,185405.23215,600000,1.0416882519638162,0,1,新北市,林森路,None,集合住宅,其他,北部,municipality,住宅大樓
TR-912,-1.0268714909752037,11,14,5.833333333333333,-1.2427948323554363,0.2574021211182019,1.0,295196,2776237,-1.4346834471414618,-1.14041498135151,-0.4384519028208025,206.0,1.0,0.0,0.0,1.2,3.0,3.0,15370.0,7,265587.85898768395,147510.96138,1900000,-2.1258076925887446,0,1,新北市,新城三路,None,其他,其他,北部,municipality,住宅大樓
TR-913,-0.104150945188713,2,5,39.41666666666666,-0.7406484211531513,-0.8193256863726953,0.0,304483,2773383,-0.3299929001589756,0.1205656727730758,-0.4384519028208025,303.0,,,,,,15.0,30810.0,10,651865.7116553828,136112.59746,160000,-1.439408434752771,0,0,台北市,龍江路,None,住家用,其他,北部,capital,公寓
TR-914,-0.4235569841411902,9,9,26.08333333333333,-0.4344195456716665,0.2682157432881247,1.0,174672,2547197,-0.1840209866524551,-0.0295916987600279,-0.4384519028208025,37.0,,,,,,3.0,10831.0,4,151420.11440672807,0.0,173400,-0.19579550114356972,1,1,台南市,永平街,None,住家用,其他,南部,others,華廈
TR-915,0.9900490654530012,19,19,2.583333333333333,1.8361555310691005,4.502521224396517,3.0,295068,2775934,1.4321370402133438,1.7330510829865178,-0.4384519028208025,185.0,,,,,2.0,2.0,15370.0,7,265587.85898768395,147510.96138,1900000,8.071727838452135,1,1,新北市,新五路三段,None,其他,其他,北部,municipality,住宅大樓
TR-916,-0.7692557399194021,8,13,25.0,-0.4935969831474504,-0.4841033991050846,1.0,173306,2538580,-0.4640833788451982,-0.0944323819220497,-0.4384519028208025,18.0,,,,,,2.0,3248.0,4,150493.54374899357,14228.12016,370000,-1.0721327641745846,0,1,台南市,德崙路,None,住家用,其他,南部,others,住宅大樓
TR-917,0.3736122337681187,2,5,42.75,-0.5453054236602718,-0.8193256863726953,0.0,171544,2543108,-0.1039627472680649,-1.6420771089734696,-0.4384519028208025,73.0,,,,,,10.0,19206.0,4,159843.05906057442,23834.7459,50000,-3.0067082190064367,0,0,台南市,富農街二段,None,住家用,其他,南部,others,公寓
TR-918,-1.4874026059795205,11,26,6.25,-1.4048146126289422,-0.8193256863726953,0.0,300684,2770249,-1.658733360895656,-1.1660099878628345,-0.4384519028208025,633.0,,,,,,23.0,24374.0,9,529551.189519,152720.88642,510000,-3.390150286864472,0,1,台北市,康定路,None,住家用,鋼骨造,北部,capital,住宅大樓
TR-919,1.2017607130927586,10,12,37.25,5.451150061143215,-0.8193256863726953,0.0,217372,2670721,8.865671868141332,5.447739694663409,-0.4384519028208025,501.0,,,,,,20.0,22668.0,3,130441.87853156251,50317.42959,313500,10.079564069433928,0,1,台中市,三民路二段,None,住商用,其他,中部,others,住宅大樓
TR-920,0.147576583177596,4,4,53.16666666666666,-0.9876998591588522,-0.8193256863726953,0.0,306318,2769649,-0.4397547265941114,-1.6420771089734696,-0.4384519028208025,634.0,,,,,,48.0,41150.0,10,707256.5120129498,113395.20858,130330,-3.449102654505017,1,0,台北市,光復南路,住,住家用,鋼筋混凝土加強磚造,北部,capital,公寓
TR-921,0.1159724491503192,12,13,6.75,0.2050415020035545,0.3902551934915407,1.0,280365,2762939,0.0909493620458743,-0.5073651536380845,-0.4384519028208025,125.0,,,,,1.0,3.0,7229.0,5,174782.22630230145,84320.78553,600000,0.08793154185701069,0,1,桃園市,天祥街,None,住家用,其他,北部,municipality,住宅大樓
TR-922,-0.6023907189677804,17,17,27.33333333333333,-0.2948067562870494,-0.8193256863726953,0.0,322432,2780423,-0.5008592485270734,-0.3333191093610782,0.027009644189507,,,,,,,,5047.0,3,149549.1620227739,37900.88235,450000,-1.4474515520208229,1,1,基隆市,樂利三街,None,住家用,其他,北部,others,住宅大樓
TR-923,0.7492568077957499,3,11,9.416666666666666,0.4497947870975745,1.1209470915449042,2.0,243748,2743343,0.2357897103314142,0.1000896675640163,-0.4384519028208025,49.0,,,,,,3.0,10145.0,6,208458.22816927437,38618.23878,360000,1.670831546206495,0,1,新竹市,牛埔南路,None,其他,其他,北部,others,住宅大樓
TR-924,-0.56932053765863,9,14,27.666666666666668,0.0780685536331825,-0.8193256863726953,1.0,217239,2674317,-0.3008550957187204,-0.908353588982168,-0.4384519028208025,262.0,,,,,,14.0,27532.0,6,198818.08046116488,54386.85708,248234,-1.6496107217216807,0,1,台中市,文心路四段,None,住家用,其他,中部,others,住宅大樓
TR-925,-0.0973494471432991,12,15,8.833333333333334,1.123153590220089,-0.0793649693165407,1.0,238218,2731856,1.3099279963474189,-1.1881923268393155,0.8191483319914562,,,,,,,5.0,12372.0,4,155725.17032870176,59219.92206,830000,-0.14440370593576723,0,1,苗栗縣,環市路三段,None,集合住宅,其他,中部,others,住宅大樓
TR-926,2.024838110835835,10,41,1.6666666666666667,5.135728574015007,1.156477564388937,2.0,286428,2773266,4.189478592438259,2.379751580839316,3.658890797696556,466.0,,,,,,9.0,6915.0,7,278380.32770540606,102743.9532,1050000,8.67195771924326,0,1,新北市,文化三路一段,None,集合住宅,鋼骨造,北部,municipality,住宅大樓
TR-927,-0.0319060578229383,6,15,27.0,0.1142644619921572,0.5926244083858128,1.0,295281,2785698,0.4762473197898299,0.4993717691406781,0.0761179725438059,667.0,,,,,,10.0,7072.0,6,218900.48884811052,88648.06464,765894,1.2062606395186481,0,1,新北市,北新路,None,住家用,其他,北部,municipality,住宅大樓
TR-928,1.9386777910732595,2,5,17.916666666666668,0.5917057293938722,-0.8193256863726953,0.0,296655,2775086,0.6556004073152832,0.0625503246807403,-0.4384519028208025,378.0,0.0,0.0,1.0,1.1,4.0,15.0,30662.0,8,355776.6802513219,199996.98921,2000000,-0.1650696322980828,0,0,新北市,長榮路,None,住家用,其他,北部,municipality,公寓
TR-929,-0.854310515830073,9,23,8.416666666666666,-0.0896966089195255,0.3207390509706077,1.0,305276,2763078,-0.3297100088537306,-0.3725647860117757,0.6526070445290518,440.0,,,,,2.0,27.0,7112.0,8,357255.05976273585,38816.58618,110841,-0.1415223439606935,0,1,新北市,寶橋路,None,住家用,其他,北部,municipality,住宅大樓
TR-930,0.2469553620390327,33,38,7.25,5.331071571507885,0.7455599219318657,2.0,177602,2506708,4.646630941714493,3.7533502636137297,0.6867693599059551,211.0,0.0,0.0,1.0,1.1,5.0,11.0,18440.0,6,212640.02777364056,74991.84615,750000,9.829981757053481,0,1,高雄市,龍勝路,None,集合住宅,其他,南部,municipality,住宅大樓
TR-931,-0.9584960070910956,4,12,29.25,-6.864536396928181e-05,-0.8193256863726953,0.0,196542,2506829,0.151488101368346,-1.0823996332591743,0.3003081672047349,,,,,,5.0,,4489.0,3,116121.09441904761,2168.59824,300000,-1.9017939649958389,0,1,屏東縣,武愛街,None,住家用,其他,南部,others,住宅大樓
TR-932,-0.5307947377759499,11,12,2.083333333333333,-0.8044221644522972,0.29756700346363,1.0,220075,2675490,-1.078240402532516,-0.927123260423806,0.1807400633855725,110.0,,,,,,1.0,20674.0,6,198818.08046116488,54386.85708,248234,-1.4339784214124731,0,1,台中市,敦富一街,None,集合住宅,其他,中部,others,住宅大樓
TR-933,-1.1572535648139688,11,14,19.58333333333333,-1.3628733219907652,-0.8193256863726953,0.0,298890,2768163,-1.5574582736178764,-0.7906165590300754,-0.4384519028208025,76.0,0.0,0.0,2.0,2.2,3.0,12.0,32472.0,8,440518.4146919181,95104.27251,1080000,-2.972815567393536,0,1,新北市,光復街,None,住家用,其他,北部,municipality,住宅大樓
TR-934,-0.5416819413610119,14,15,15.333333333333334,-0.6877909041844898,0.3485455079789808,1.0,181016,2506841,-0.8680521627353364,-0.8093862304717134,-0.4384519028208025,191.0,1.0,0.0,1.0,2.3,2.0,2.0,20317.0,5,165756.72545176197,34981.86978,250000,-1.1486316266772225,0,1,高雄市,明誠一路,None,住家用,其他,南部,municipality,住宅大樓
TR-935,0.7132064647988566,5,5,34.416666666666664,0.0326800336274841,-0.8193256863726953,0.0,311729,2773698,0.5469701461011286,0.3338573937007797,-0.3210189437126967,429.0,,,,,,14.0,15818.0,9,573644.278211897,159967.1781,3000000,-0.45278825904443154,1,0,台北市,康寧路三段,None,住家用,其他,北部,capital,公寓
TR-936,0.5656163605695739,2,4,47.75,-0.531516506190186,-0.8193256863726953,0.0,309423,2771341,-0.076805181964526,0.6512354744412031,-0.4384519028208025,408.0,,,,,,9.0,18291.0,9,597437.0004844866,259226.82864,5700000,-0.6996067181216782,0,0,台北市,忠孝東路六段,住,住家用,其他,北部,capital,公寓
TR-937,1.065682685060484,6,8,28.416666666666668,2.823786744863983,-0.8193256863726953,2.0,216318,2671634,3.3903106551205826,1.4839263529429594,0.0013879076568292,205.0,,,,,,18.0,34283.0,6,204824.9307178997,35388.48195,131526,3.488387411434247,0,1,台中市,大和路,None,住家用,其他,中部,others,華廈
TR-938,1.510688119014139,2,9,14.666666666666666,0.5060995334337576,1.0452517363554437,1.0,286901,2774393,0.501141754651407,0.3065560534220336,0.1764697739634599,490.0,,,,,3.0,9.0,10906.0,7,278380.32770540606,102743.9532,1050000,1.8579073232112346,0,1,新北市,文化北路一段,None,住家用,其他,北部,municipality,華廈
TR-939,-0.3523695735033246,4,14,6.833333333333333,0.2044669637756341,-0.1936804036842974,1.0,178864,2508926,-0.1687448561692144,-0.162685732618915,0.0996045643654269,169.0,,,,,3.0,10.0,18683.0,6,193007.90349215455,37256.2533,597000,-0.1518991725275783,0,1,高雄市,曾子路,None,集合住宅,其他,南部,municipality,住宅大樓
TR-940,-0.2077596309617854,19,23,3.083333333333333,-0.5424327325206704,1.0437069331883118,1.0,299097,2767316,-0.7888425972666818,-1.0670426293523798,-0.4384519028208025,104.0,,,,,3.0,6.0,34511.0,8,408382.8548486478,137104.33446,1730000,-0.5657684286847384,0,1,新北市,中原東街,None,集合住宅,其他,北部,municipality,住宅大樓
TR-941,-1.0241316649074397,10,18,4.75,-0.5240475092272231,-0.8193256863726953,0.0,302298,2772059,-0.817980401706937,0.0506059883087888,-0.0712070125190901,674.0,,,,,,43.0,28935.0,9,620958.3560624354,197560.62198,200000,-1.2927672072911296,0,1,台北市,承德路二段,None,住家用,其他,北部,capital,住宅大樓
TR-942,0.9529172121662012,19,24,5.666666666666667,0.697995301559116,2.268735844723866,2.0,219551,2674628,0.4827538198104691,-0.1422097274098556,0.0398205124558459,171.0,,,,,,3.0,27168.0,6,198818.08046116488,54386.85708,248234,2.8245214188731262,0,1,台中市,北屯路,None,集合住宅,其他,中部,others,住宅大樓
TR-943,2.019070055956332,13,14,7.75,2.674981343832642,1.640000955701205,2.0,270459,2766456,1.9750054549788727,1.2109129501554985,-0.4384519028208025,65.0,,,,,3.0,1.0,3031.0,6,199884.98922961007,0.0,66000,5.525895249689346,0,1,桃園市,民權路,None,集合住宅,其他,北部,municipality,住宅大樓
TR-944,0.9337864968158494,5,5,34.5,0.0884102417357466,-0.8193256863726953,0.0,303918,2761052,1.0471219737746331,-0.041536035131979,-0.4384519028208025,263.0,1.0,0.0,2.0,3.4000000000000004,3.0,3.0,8733.0,8,357255.05976273585,38816.58618,110841,-0.7724514797689277,1,0,新北市,永業路,None,住家用,其他,北部,municipality,公寓
TR-945,0.5490332027910031,3,14,1.9166666666666667,0.1475876792115308,0.4736745645166604,1.0,293123,2771190,-0.163652812674801,-0.1678047339211798,0.3985248239133322,183.0,0.0,0.0,1.0,1.1,1.0,5.0,26449.0,7,267580.40667731856,135372.1005,670000,0.4534575098070114,0,1,新北市,明志路二段,住,集合住宅,其他,北部,municipality,住宅大樓
TR-946,-0.7053504985669087,4,13,21.58333333333333,0.0188911161573988,-0.38832560274291,1.0,304593,2763503,0.017963405292614,0.3782220716537421,-0.4384519028208025,620.0,0.0,0.0,1.0,1.1,2.0,41.0,9372.0,8,357255.05976273585,38816.58618,110841,0.008787585068230908,0,1,新北市,民族路,None,住家用,其他,北部,municipality,住宅大樓
TR-947,-0.2974528843380565,9,14,0.0833333333333333,-0.3850092580705263,1.1317607137148271,1.0,300285,2774874,-0.53226018340929,-0.9680752708419252,-0.4384519028208025,84.0,,,,,2.0,5.0,29758.0,8,393729.7417472918,207375.51249,1160000,-0.22132381519762434,0,1,新北市,元信二街,None,集合住宅,其他,北部,municipality,住宅大樓
TR-948,-0.2855322375870838,7,15,13.833333333333334,-0.1103799851246539,0.5941692115529446,1.0,288538,2759716,-0.2872763130669514,0.1444543455169787,-0.1331262091397279,458.0,,,,,2.0,4.0,10498.0,7,263833.84560817044,135008.4636,1680000,0.6282435719452694,0,1,新北市,佳園路三段,None,住家用,其他,北部,municipality,住宅大樓
TR-949,-0.6799950906590936,18,24,26.166666666666668,-0.5924175583497309,0.9263018924862916,1.0,314326,2774201,-0.2578556173214509,-0.0466550364342441,-0.4384519028208025,341.0,0.0,0.0,1.0,1.1,1.0,,7530.0,8,306172.2027061323,75041.433,500000,0.2872292977023166,0,1,新北市,康寧街,None,住家用,其他,北部,municipality,住宅大樓
TR-950,-1.1458856899889485,3,22,1.25,-0.7630554120420404,-0.8193256863726953,0.0,177090,2505390,-1.22166629429183,0.1325100091450272,-0.0434501312753563,200.0,,,,,,3.0,18829.0,5,165756.72545176197,34981.86978,250000,-1.4498710892697084,0,1,高雄市,十全三路,None,集合住宅,其他,南部,municipality,住宅大樓
TR-951,-1.17720142127225,5,15,8.333333333333334,-0.673427448486484,-0.8193256863726953,0.0,302308,2764990,-1.1922455985463298,1.0198035682042756,-0.1566128009613485,360.0,0.0,0.0,1.0,1.1,1.0,8.0,33060.0,8,408382.8548486478,137104.33446,1730000,-0.47294956665490373,0,1,新北市,景平路,None,集合住宅,其他,北部,municipality,住宅大樓
TR-952,0.6674705963167973,5,14,10.083333333333334,1.5017742824195237,1.907251903615014,2.0,287697,2774907,1.467781344674238,0.350920731374996,0.8533106473683597,552.0,,,,,,3.0,10906.0,7,278380.32770540606,102743.9532,1050000,3.759946917409534,0,1,新北市,文化三路二段,None,集合住宅,其他,北部,municipality,住宅大樓
TR-953,-0.0693503474157118,12,14,14.75,0.2015942726360334,2.8480370323983086,2.0,306379,2767943,0.1605406231361921,-0.4186357977321598,-0.2804511942026239,276.0,,,,,,2.0,31876.0,10,873438.8425184999,299960.77302,4000000,2.630995507302182,0,1,台北市,和平東路三段,None,住家用,其他,北部,capital,住宅大樓
TR-954,-1.230724163841638,2,7,26.916666666666668,-1.5697070840420495,-0.8193256863726953,0.0,276688,2761717,-1.8137577961700229,-1.1284706449795583,-0.4384519028208025,124.0,0.0,0.0,1.0,1.1,1.0,3.0,14762.0,6,199884.98922961007,0.0,66000,-3.517503415394303,0,1,桃園市,興仁路二段,None,住家用,其他,北部,municipality,華廈
TR-955,-0.5491563791423676,23,29,2.833333333333333,0.9375777426018532,0.5740867703802304,1.0,178226,2508096,0.5704501244364798,-0.7052998706589939,0.6269853079963742,187.0,0.0,0.0,1.0,1.1,1.0,15.0,23144.0,6,193007.90349215455,37256.2533,597000,0.8063646423230897,0,1,高雄市,新莊一路,None,集合住宅,其他,南部,municipality,住宅大樓
TR-956,0.4916170231779507,4,5,32.416666666666664,-0.0276464803041404,-0.8193256863726953,0.0,295847,2764411,0.3232031236521792,0.5607997847678567,-0.3957490085996733,366.0,0.0,0.0,2.0,2.2,2.0,12.0,27651.0,8,357698.07923593547,134122.51188,1600000,-0.286172381908979,0,0,新北市,學府路一段,None,住家用,其他,北部,municipality,公寓
TR-957,0.5595358693840979,10,15,29.5,0.5692987385049831,1.0452517363554437,1.0,315808,2772905,0.8705977993016316,1.0761125825291895,-0.291126917757906,278.0,,,,,1.0,12.0,9133.0,8,306172.2027061323,75041.433,500000,2.6906630573896164,0,1,新北市,龍安路,None,住家用,其他,北部,municipality,住宅大樓
TR-958,0.1801660932467878,8,16,8.333333333333334,0.5181648362200821,3.523116016434926,2.0,296591,2772217,0.1248963186752978,-0.6899428667521992,1.284609879001766,200.0,,,,,4.0,19.0,28776.0,8,372336.1201893309,113735.70495,500000,3.351337985902809,0,1,新北市,福美街,None,集合住宅,其他,北部,municipality,住宅大樓
TR-959,0.9685149939028568,3,5,34.25,-0.3557078084465943,-0.8193256863726953,0.0,312033,2773766,0.0479498836486048,-0.102964050759158,-0.4384519028208025,410.0,,,,,,12.0,15690.0,9,573644.278211897,159967.1781,3000000,-1.2779975455784476,0,0,台北市,東湖路,None,住家用,其他,北部,capital,公寓
